№;Город;Площадь м2;Год;Этажей;Адрес;Ссылка;result;postal_code;city_district;street_type_full;street;house_fias_id;house_kladr_id;house_cadnum;house_type_full;house;block_type_full;block;geo_lat;geo_lon
2383;Магнитогорск;1060.6;1951;2;ул. Фадеева, 20;/chelyabinskaya-oblast/magnitogorsk/669596;Челябинская обл, г Магнитогорск, ул Фадеева, д 20;455007;Орджоникидзевский;улица;Фадеева;673779e1-25a3-47f7-b20a-c24b0cc5f05f;7400000900003610007;74:33:1306001:4635;дом;20;;;53.4422208;59.0850453
2384;Магнитогорск;1778.5;1937;5;ул. Фрунзе, 3;/chelyabinskaya-oblast/magnitogorsk/669597;Челябинская обл, г Магнитогорск, ул Фрунзе, д 3;455019;Орджоникидзевский;улица;Фрунзе;4754be2a-c2c6-4802-80f7-e98800cf9199;7400000900003630021;74:33:1329001:1181;дом;3;;;53.3921302;59.0690607
2385;Магнитогорск;4825;1941;6;ул. Фрунзе, 9;/chelyabinskaya-oblast/magnitogorsk/669598;Челябинская обл, г Магнитогорск, ул Фрунзе, д 9;455019;Орджоникидзевский;улица;Фрунзе;bf247d7b-d539-4003-b7c1-812e29c969e7;7400000900003630019;74:33:1340004:182;дом;9;;;53.3905881;59.0690682
2386;Магнитогорск;2628;1935;5;ул. Фрунзе, 13;/chelyabinskaya-oblast/magnitogorsk/669599;Челябинская обл, г Магнитогорск, ул Фрунзе, д 13;455019;Орджоникидзевский;улица;Фрунзе;f4eb5a3b-692e-4839-bd30-84e125d3eb84;7400000900003630018;74:33:1329001:1192;дом;13;;;53.3895447;59.0690045
2387;Магнитогорск;2815;1938;5;ул. Фрунзе, 15;/chelyabinskaya-oblast/magnitogorsk/669600;Челябинская обл, г Магнитогорск, ул Фрунзе, д 15;455019;Орджоникидзевский;улица;Фрунзе;9e9e649d-05d9-434f-9b9f-00cb608f1bf5;7400000900003630016;74:33:1329001:1180;дом;15;;;53.3889169;59.0690745
2388;Магнитогорск;1731.04;1944;3;ул. Фрунзе, 17;/chelyabinskaya-oblast/magnitogorsk/669601;Челябинская обл, г Магнитогорск, ул Фрунзе, д 17;455016;Орджоникидзевский;улица;Фрунзе;7f2b3d69-7fb8-4983-bfa8-51f1a84b738e;7400000900003630014;;дом;17;;;53.388045;59.068871
2389;Магнитогорск;1670.42;1945;3;ул. Фрунзе, 19;/chelyabinskaya-oblast/magnitogorsk/669602;Челябинская обл, г Магнитогорск, ул Фрунзе, д 19;455016;Орджоникидзевский;улица;Фрунзе;e8126531-a631-4fc9-81cc-9d44b78d17ba;7400000900003630012;74:33:1329001:1189;дом;19;;;53.3876865;59.068817
2390;Магнитогорск;483.7;1956;2;ул. Фрунзе, 23А;/chelyabinskaya-oblast/magnitogorsk/395563;Челябинская обл, г Магнитогорск, ул Фрунзе, д 23А;455016;Орджоникидзевский;улица;Фрунзе;0649a06f-b200-46ba-9712-87b335e5df13;7400000900003630008;74:33:1329001:1188;дом;23А;;;53.387005;59.06848
2391;Магнитогорск;1606.7;1940;3;ул. Фрунзе, 28;/chelyabinskaya-oblast/magnitogorsk/669603;Челябинская обл, г Магнитогорск, ул Фрунзе, д 28;455016;Орджоникидзевский;улица;Фрунзе;0cee930f-a6a2-4c46-a909-b3acd79eb95f;7400000900003630015;74:33:1340004:225;дом;28;;;53.3880721;59.0694001
2392;Магнитогорск;1097.26;1940;3;ул. Фрунзе, 30;/chelyabinskaya-oblast/magnitogorsk/669604;Челябинская обл, г Магнитогорск, ул Фрунзе, д 30;455016;Орджоникидзевский;улица;Фрунзе;bd78ebd5-f34c-4a19-985a-24f80f704792;7400000900003630013;74:33:1340004:242;дом;30;;;53.3876454;59.0691099
2393;Магнитогорск;1068.3;1940;3;ул. Фрунзе, 32;/chelyabinskaya-oblast/magnitogorsk/669605;Челябинская обл, г Магнитогорск, ул Фрунзе, д 32;455016;Орджоникидзевский;улица;Фрунзе;d5eab32d-f042-49d5-b6a3-2dd76c20d0e8;7400000900003630011;74:33:1340004:243;дом;32;;;53.3873306;59.0690745
2394;Магнитогорск;1081.1;1940;3;ул. Фрунзе, 34;/chelyabinskaya-oblast/magnitogorsk/669606;Челябинская обл, г Магнитогорск, ул Фрунзе, д 34;455016;Орджоникидзевский;улица;Фрунзе;d5a91078-69a5-40a1-a256-009f049114cf;7400000900003630010;74:33:1340004:224;дом;34;;;53.3868084;59.0688228
2395;Магнитогорск;1438.45;1942;3;ул. Фрунзе, 36;/chelyabinskaya-oblast/magnitogorsk/669607;Челябинская обл, г Магнитогорск, ул Фрунзе, д 36;455016;Орджоникидзевский;улица;Фрунзе;ee725958-6606-4f25-87b3-8ad94086bca7;7400000900003630009;;дом;36;;;53.3864965;59.068817
2396;Магнитогорск;4394;1960;4;ул. Фрунзе, 38;/chelyabinskaya-oblast/magnitogorsk/669608;Челябинская обл, г Магнитогорск, ул Фрунзе, д 38;455016;Орджоникидзевский;улица;Фрунзе;99fe7307-b186-47e8-9e94-f08efcc732ae;7400000900003630053;74:33:1340004:254;дом;38;;;53.3855718;59.068314
2397;Магнитогорск;381.5;1948;2;ул. Цементная, 5;/chelyabinskaya-oblast/magnitogorsk/753739;Челябинская обл, г Магнитогорск, ул Цементная, д 5;455022;Ленинский;улица;Цементная;d74390e8-5fcb-4d5e-a56b-bb3623aeff98;7400000900004580017;;дом;5;;;53.4568255;58.9892202
2398;Магнитогорск;398.9;1948;2;ул. Цементная, 6;/chelyabinskaya-oblast/magnitogorsk/918205;Челябинская обл, г Магнитогорск, ул Цементная, д 6;455022;Ленинский;улица;Цементная;f5486f95-cffa-46e1-a1c8-7c2a9f57a455;7400000900004580018;74:33:0000000:1855;дом;6;;;53.456776;58.988583
2399;Магнитогорск;429.9;1948;2;ул. Цементная, 7;/chelyabinskaya-oblast/magnitogorsk/753740;Челябинская обл, г Магнитогорск, ул Цементная, д 7;455022;Ленинский;улица;Цементная;06672d93-3fdc-49fe-bf24-b295a78d2cdf;7400000900004580020;74:33:0116002:72;дом;7;;;53.456508;58.989221
2400;Магнитогорск;399.6;1948;2;ул. Цементная, 9;/chelyabinskaya-oblast/magnitogorsk/753741;Челябинская обл, г Магнитогорск, ул Цементная, д 9;455022;Ленинский;улица;Цементная;455f4a73-3f19-4211-8b88-c3bd5e52b7c7;7400000900004580022;74:33:0116005:63;дом;9;;;53.4560645;58.9892354
2401;Магнитогорск;386.7;1948;2;ул. Цементная, 11;/chelyabinskaya-oblast/magnitogorsk/753742;Челябинская обл, г Магнитогорск, ул Цементная, д 11;455022;Ленинский;улица;Цементная;91a7f0d5-b949-4cf4-987c-350944de912d;7400000900004580003;74:33:0116005:65;дом;11;;;53.455741;58.989221
2402;Магнитогорск;423.25;1948;2;ул. Цементная, 12;/chelyabinskaya-oblast/magnitogorsk/753743;Челябинская обл, г Магнитогорск, ул Цементная, д 12;455022;Ленинский;улица;Цементная;7191a6df-0a9c-410a-b077-e29173064eb2;7400000900004580004;74:33:0116001:106;дом;12;;;53.455704;58.988592
2403;Магнитогорск;457.4;1954;2;ул. Цементная, 18;/chelyabinskaya-oblast/magnitogorsk/918245;Челябинская обл, г Магнитогорск, ул Цементная, д 18;455022;Ленинский;улица;Цементная;d156dd6b-1535-4ad8-a263-5b4cda3e01e2;7400000900004580009;;дом;18;;;53.4546179;58.9886925
2404;Магнитогорск;401.6;1954;2;ул. Цементная, 19;/chelyabinskaya-oblast/magnitogorsk/918249;Челябинская обл, г Магнитогорск, ул Цементная, д 19;455022;Ленинский;улица;Цементная;a38f03de-45fe-4af5-b0cf-30b18a0bd9d4;7400000900004580010;74:33:0116008:95;дом;19;;;53.4542349;58.9892471
2405;Магнитогорск;450.9;1955;2;ул. Цементная, 20;/chelyabinskaya-oblast/magnitogorsk/918416;Челябинская обл, г Магнитогорск, ул Цементная, д 20;455022;Ленинский;улица;Цементная;b0644909-6cff-4f52-afc0-1060b10cd0a0;7400000900004580012;74:33:0116002:63;дом;20;;;53.454224;58.988592
2406;Магнитогорск;855.2;1958;2;ул. Цементная, 21;/chelyabinskaya-oblast/magnitogorsk/918417;Челябинская обл, г Магнитогорск, ул Цементная, д 21;455022;Ленинский;улица;Цементная;3717f900-158a-4772-b444-c448b886dd80;7400000900004580025;;дом;21;;;53.453634;58.989257
2407;Магнитогорск;840.1;1959;2;ул. Цементная, 22;/chelyabinskaya-oblast/magnitogorsk/918418;Челябинская обл, г Магнитогорск, ул Цементная, д 22;455022;Ленинский;улица;Цементная;7c9ced1e-ee87-4387-a4af-9cdf057d5352;7400000900004580013;74:33:0116007:19;дом;22;;;53.45364;58.988457
2408;Магнитогорск;2782.1;1932;3;ул. Чайковского, 33;/chelyabinskaya-oblast/magnitogorsk/669609;Челябинская обл, г Магнитогорск, ул Чайковского, д 33;455019;Орджоникидзевский;улица;Чайковского;7d9ea38d-9881-4d6e-b972-6398f68c70dc;7400000900003720024;74:33:1328003:103;дом;33;;;53.3885984;59.0534359
2409;Магнитогорск;1612.7;1933;3;ул. Чайковского, 35;/chelyabinskaya-oblast/magnitogorsk/669610;Челябинская обл, г Магнитогорск, ул Чайковского, д 35;455019;Орджоникидзевский;улица;Чайковского;24fd23d2-7d2b-4aac-b923-74712042ea54;7400000900003720017;;дом;35;;;53.3885088;59.0542243
2410;Магнитогорск;1653.3;1933;3;ул. Чайковского, 37;/chelyabinskaya-oblast/magnitogorsk/669611;Челябинская обл, г Магнитогорск, ул Чайковского, д 37;455019;Орджоникидзевский;улица;Чайковского;1283d202-cec8-4150-b0e3-9195b680963d;7400000900003720025;74:33:1329001:6367;дом;37;;;53.3886009;59.0548119
2411;Магнитогорск;1651;1933;3;ул. Чайковского, 39;/chelyabinskaya-oblast/magnitogorsk/669612;Челябинская обл, г Магнитогорск, ул Чайковского, д 39;455019;Орджоникидзевский;улица;Чайковского;5e5cc3b6-916e-4f08-ba1f-090e6de33a5b;7400000900003720026;;дом;39;;;53.388573;59.0555807
2412;Магнитогорск;1650.3;1932;3;ул. Чайковского, 41;/chelyabinskaya-oblast/magnitogorsk/669613;Челябинская обл, г Магнитогорск, ул Чайковского, д 41;455019;Орджоникидзевский;улица;Чайковского;07a902c1-ac08-47de-885e-889ce60cb65b;7400000900003720027;74:33:1329001:599;дом;41;;;53.3886362;59.0562546
2413;Магнитогорск;1640.8;1932;3;ул. Чайковского, 43;/chelyabinskaya-oblast/magnitogorsk/669614;Челябинская обл, г Магнитогорск, ул Чайковского, д 43;455019;Орджоникидзевский;улица;Чайковского;684dee4f-4ec0-495a-b2f6-c8e738a550e1;7400000900003720028;74:33:1329001:630;дом;43;;;53.3886676;59.0568552
2414;Магнитогорск;1594;1933;3;ул. Чайковского, 45;/chelyabinskaya-oblast/magnitogorsk/669615;Челябинская обл, г Магнитогорск, ул Чайковского, д 45;455019;Орджоникидзевский;улица;Чайковского;439c8113-a8a7-46fc-a8dc-43ae27698443;7400000900003720029;74:33:1329001:603;дом;45;;;53.3887526;59.0574935
2415;Магнитогорск;2070;1933;3;ул. Чайковского, 51;/chelyabinskaya-oblast/magnitogorsk/669616;Челябинская обл, г Магнитогорск, ул Чайковского, д 51;455019;Орджоникидзевский;улица;Чайковского;b3dcb45b-4c89-430c-8d0b-5c02354ad214;7400000900003720032;74:33:1329001:6368;дом;51;;;53.3888389;59.0595076
2416;Магнитогорск;1751.5;1933;3;ул. Чайковского, 53;/chelyabinskaya-oblast/magnitogorsk/669617;Челябинская обл, г Магнитогорск, ул Чайковского, д 53;455019;Орджоникидзевский;улица;Чайковского;4172551d-72ff-485d-ac96-e4a4c88b903e;7400000900003720033;74:33:1329001:597;дом;53;;;53.3888389;59.0602745
2417;Магнитогорск;4653.9;1995;4;ул. Чайковского, 55;/chelyabinskaya-oblast/magnitogorsk/540543;Челябинская обл, г Магнитогорск, ул Чайковского, д 55;455019;Орджоникидзевский;улица;Чайковского;329ea489-f029-4f77-b141-5308d05205d8;7400000900003720034;74:33:1329001:593;дом;55;;;53.3890082;59.0609404
2418;Магнитогорск;3293.6;1996;4;ул. Чайковского, 57;/chelyabinskaya-oblast/magnitogorsk/540866;Челябинская обл, г Магнитогорск, ул Чайковского, д 57;455019;Орджоникидзевский;улица;Чайковского;78383714-97ae-414f-9e45-fbdd5478809f;7400000900003720035;74:33:1329001:602;дом;57;;;53.3889527;59.0617003
2419;Магнитогорск;5038.6;1958;5;ул. Чайковского, 59А;/chelyabinskaya-oblast/magnitogorsk/669618;Челябинская обл, г Магнитогорск, ул Чайковского, д 59А;455019;Орджоникидзевский;улица;Чайковского;326e5b53-45cb-4a65-8037-1f164cdc72f1;7400000900003720046;;дом;59А;;;53.3886406;59.0649574
2420;Магнитогорск;1288.4;1944;3;ул. Чайковского, 60;/chelyabinskaya-oblast/magnitogorsk/669619;Челябинская обл, г Магнитогорск, ул Чайковского, д 60;455016;Орджоникидзевский;улица;Чайковского;6876a1f4-8981-47dd-907e-f0d34b916ac8;7400000900003720037;74:33:1329001:554;дом;60;;;53.3884081;59.0631791
2421;Магнитогорск;4308.4;1942;5;ул. Чайковского, 61А;/chelyabinskaya-oblast/magnitogorsk/669621;Челябинская обл, г Магнитогорск, ул Чайковского, д 61А;455019;Орджоникидзевский;улица;Чайковского;efb64b04-c82b-4afa-a523-b9a0ed74a395;7400000900003720048;;дом;61А;;;53.3886438;59.0665445
