number,type_of_vehicle,object_type,name_stopping,the_official_name,location,routes,coordinates
3565,Автобус,Остановка,"КРОНШТАДТСКАЯ УЛ., 11","КРОНШТАДТСКАЯ УЛ., 11","Кронштадтская улица, дорога на Турухтанные острова",66,"59.869370,30.256280"
3566,Автобус,Остановка,КРОНШТАДТСКАЯ УЛ. [2],КРОНШТАДТСКАЯ УЛ.,"Зенитчиков ул., Кронштадтская ул.",2.111,"59.872774,30.256370"
3567,Автобус,Остановка,КРОНШТАДТСКИЕ ВОРОТА,КРОНШТАДТСКИЕ ВОРОТА,"ул.Зосимова, Кронштадтское шоссе","2КР,2Л,3КР,175","60.001638,29.762573"
3568,Автобус,Остановка,КРОНШТАДТСКИЕ ВОРОТА,КРОНШТАДТСКИЕ ВОРОТА,"ул.Зосимова, Кронштадтское шоссе","2КР,3КР","60.001637,29.763207"
3569,Автобус,Остановка,КРОНШТАДТСКИЙ ЛИЦЕЙ,КРОНШТАДТСКИЙ ЛИЦЕЙ,Кронштадтское шоссе,"2КР,2Л,3КР,101,175,215","60.009138,29.733227"
3570,Автобус,Остановка,КРОНШТАДТСКИЙ ЛИЦЕЙ,КРОНШТАДТСКИЙ ЛИЦЕЙ,Кронштадтское шоссе,"2КР,2Л,3КР,101,175,215","60.008419,29.733635"
3571,Автобус,Остановка,"КРОНШТАДТСКОЕ ШОССЕ, 38","КРОНШТАДТСКОЕ ШОССЕ, 38","Кронштадтское шоссе, ул. Литке","2КР,2Л,101,175,215","60.011615,29.724439"
3572,Автобус,Остановка,"КРОНШТАДТСКОЕ ШОССЕ,38","КРОНШТАДТСКОЕ ШОССЕ,38","Кронштадтское шоссе, ул. Литке","2КР,2Л,101,101А,175,215","60.011423,29.725850"
3573,Автобус,Остановка,КРОПОТКИНСКАЯ УЛ.,КРОПОТКИНСКАЯ УЛ.,"Санкт-Петербургское ш., ул. Кропоткинская","200,201,210,359","59.854727,30.021125"
3574,Автобус,Остановка,КРОПОТКИНСКАЯ УЛ.,КРОПОТКИНСКАЯ УЛ.,"Санкт-Петербургское ш., ул. Кропоткинская","200,201,210,359","59.854562,30.021483"
3575,Автобус,Остановка,КРУГОВАЯ УЛ.,КРУГОВАЯ УЛ.,Приморское ш.,211,"60.163034,29.843910"
3576,Автобус,Остановка,КРУГОВАЯ УЛ.,КРУГОВАЯ УЛ.,Приморское ш.,211,"60.163357,29.843306"
3577,Автобус,Остановка,"КУБИНСКАЯ УЛ., УГ. УЛ. КОСТЮШКО [62]","КУБИНСКАЯ УЛ., УГ. УЛ. КОСТЮШКО","Кубинская ул., Костюшко ул.","13А,63","59.848613,30.292069"
3578,Автобус,Остановка,"КУБИНСКАЯ УЛ., УГ. УЛ. КОСТЮШКО [62]<","КУБИНСКАЯ УЛ., УГ. УЛ. КОСТЮШКО","Кубинская ул., Костюшко ул.",63,"59.848633,30.291603"
3579,Автобус,Остановка,"КУБИНСКАЯ УЛ., УГ. УЛ. КОСТЮШКО (62, 63)","КУБИНСКАЯ УЛ., УГ. УЛ. КОСТЮШКО","улица Костюшко, Кубинская улица",13А,"59.848169,30.292337"
3580,Автобус,Остановка,КУБИНСКАЯ УЛ. [72],КУБИНСКАЯ УЛ.,"Краснопутиловская ул., Кубинская ул.",72,"59.858458,30.293384"
3581,Автобус,Остановка,КУБИНСКАЯ УЛ. [72]<,КУБИНСКАЯ УЛ.,"Краснопутиловская ул., Кубинская ул.",72,"59.857244,30.294681"
3582,Автобус,Остановка,КУЗНЕЦОВСКАЯ УЛ.,КУЗНЕЦОВСКАЯ УЛ.,"Новоизмайловский пр., Кузнецовская ул.",36.64,"59.872029,30.305877"
3583,Автобус,Остановка,КУЗНЕЦОВСКАЯ УЛ.,КУЗНЕЦОВСКАЯ УЛ.,"Новоизмайловский пр., Кузнецовская ул.",36.64,"59.871264,30.305352"
3584,Автобус,Остановка,"КУЗНЕЦОВСКАЯ УЛ. [3, 50]",КУЗНЕЦОВСКАЯ УЛ.,"Московский пр., Кузнецовская ул.","3,26,50","59.872436,30.320612"
3585,Автобус,Остановка,"КУЗНЕЦОВСКАЯ УЛ. [3, 50]<",КУЗНЕЦОВСКАЯ УЛ.,"Московский пр., Кузнецовская ул.","3,26,50","59.871204,30.319957"
3586,Автобус,Остановка,КУЗНЕЧНЫЙ ПЕРЕУЛОК,КУЗНЕЧНЫЙ ПЕРЕУЛОК,"Лиговский пр., Кузнечный пер.","3,26,54,65,74,76,91,141","59.926072,30.358005"
3587,Автобус,Остановка,КУЗНЕЧНЫЙ ПЕРЕУЛОК,КУЗНЕЧНЫЙ ПЕРЕУЛОК,"Лиговский пр., Кузнечный пер.","3,26,54,65,74,76,91,141","59.926299,30.357869"
3588,Автобус,Остановка,КУЗЬМИНСКОЕ ШОССЕ,КУЗЬМИНСКОЕ ШОССЕ,"Кузьминское шоссе, Петербургское шоссе",377,"59.733882,30.393754"
3589,Автобус,Остановка,КУЗЬМИНСКОЕ ШОССЕ [187],КУЗЬМИНСКОЕ ШОССЕ,"Кузьминское ш., Ленинградская ул.",187.371,"59.733406,30.394060"
3590,Автобус,Остановка,КУЗЬМИНСКОЕ ШОССЕ [187]<,КУЗЬМИНСКОЕ ШОССЕ,"Кузьминское ш., Ленинградская ул.",187.377,"59.734266,30.394259"
3591,Автобус,Остановка,КУПЧИНСКАЯ УЛ. (ПО УЛ. О. ДУНДИЧА),КУПЧИНСКАЯ УЛ. (ПО УЛ. О. ДУНДИЧА),"ул. Олеко Дундича, ул. Купчинская","50,54,74,96,157,159","59.827800,30.398550"
3592,Автобус,Остановка,КУПЧИНСКАЯ УЛ. ПО УЛ. О. ДУНДИЧА,КУПЧИНСКАЯ УЛ. ПО УЛ. О. ДУНДИЧА,"ул. Олеко Дундича, ул. Купчинская","50,54,56,74,96,157,159","59.827920,30.396370"
3593,Автобус,Остановка,КУПЧИНСКАЯ УЛ. (ПО УЛ. Я. ГАШЕКА) [56],КУПЧИНСКАЯ УЛ. (ПО УЛ. Я. ГАШЕКА),"ул. Ярослава Гашека, ул. Купчинская","50,53,54,56,96,159,326","59.833060,30.391360"
3594,Автобус,Остановка,КУПЧИНСКАЯ УЛ. (ПО УЛ. Я. ГАШЕКА) [56]<,КУПЧИНСКАЯ УЛ. (ПО УЛ. Я. ГАШЕКА),"Ярослава Гашека ул., Купчинская ул.","53,54,56,96,159","59.833196,30.393413"
3595,Автобус,Остановка,"КУПЧИНСКАЯ УЛ., УГ. ДУНАЙСКОГО ПР.","КУПЧИНСКАЯ УЛ., УГ. ДУНАЙСКОГО ПР.","Дунайский пр., ул. Купчинская",197.326,"59.836870,30.389630"
3596,Автобус,Остановка,КУПЧИНСКАЯ УЛ. УГ. УЛ. Я. ГАШЕКА,КУПЧИНСКАЯ УЛ. УГ. УЛ. Я. ГАШЕКА,"ул. Купчинская, ул. Ярослава Гашека",50.326,"59.834540,30.391390"
3597,Автобус,Остановка,КУПЧИНСКАЯ УЛ. [56],КУПЧИНСКАЯ УЛ.,"ул. Олеко Дундича, ул. Купчинская",56,"59.827800,30.398550"
3598,Автобус,Остановка,"КУРЛЯНДСКАЯ УЛ. [2, 6, 49, 66]",КУРЛЯНДСКАЯ УЛ.,"Старо-Петергофский пр., Курляндская ул.","2,6,49,66","59.912185,30.277159"
3599,Автобус,Остановка,"КУРЛЯНДСКАЯ УЛ. [2, 6, 49, 66]<",КУРЛЯНДСКАЯ УЛ.,"Старо-Петергофский пр., Курляндская ул.","2,6,49","59.910886,30.276034"
3600,Автобус,Остановка,КУРОРТНАЯ УЛ.,КУРОРТНАЯ УЛ.,"Курортная ул., ул. Григорьева","216,306,306А,309,312,314,315","60.105831,29.954339"
3601,Автобус,Остановка,КУРОРТНАЯ УЛ. (ПОСАДКА),КУРОРТНАЯ УЛ.,"ул. Оранжерейная, ул. Максима Горького","216,306,307,311,314,315","60.105798,29.954070"
3602,Автобус,Остановка,КУРСКАЯ УЛ. 28,КУРСКАЯ УЛ. 28,"ул. Курская, ул. Днепропетровская","57,74,76","59.910887,30.355622"
3603,Автобус,Остановка,КУРСКАЯ УЛ. [3],КУРСКАЯ УЛ.,"Лиговский пр., Курская ул.","3,26,54,91,141","59.911517,30.348340"
3604,Автобус,Остановка,КУРСКАЯ УЛ. [3]<,КУРСКАЯ УЛ.,"Лиговский пр., Курская ул.","3,26,54,91,141","59.911526,30.348183"
3605,Автобус,Остановка,КУШЕЛЕВСКАЯ ДОРОГА,КУШЕЛЕВСКАЯ ДОРОГА,"проспект Маршала Блюхера, Кушелевская дорога",137.185,"59.985033,30.366374"
3606,Автобус,Остановка,КУШЕЛЕВСКАЯ ДОРОГА,КУШЕЛЕВСКАЯ ДОРОГА,"проспект Маршала Блюхера, Кушелевская дорога",137.185,"59.985047,30.365258"
3607,Автобус,Остановка,"КУШЕЛЕВСКАЯ ДОРОГА, Д. 12","КУШЕЛЕВСКАЯ ДОРОГА, Д. 12",Кушелевская дорога,60,"59.988746,30.369558"
3608,Автобус,Остановка,"КУШЕЛЕВСКАЯ ДОРОГА, Д. 5","КУШЕЛЕВСКАЯ ДОРОГА, Д. 5",Кушелевская дорога,60,"59.988969,30.371151"
3609,Автобус,Остановка,ЛАБОРАТОРНЫЙ ПР.,ЛАБОРАТОРНЫЙ ПР.,"Маршала Блюхера пр., Лабораторная ул.",105.185,"59.978986,30.383002"
3610,Автобус,Остановка,ЛАБОРАТОРНЫЙ ПР.,ЛАБОРАТОРНЫЙ ПР.,"ул. Лабораторная, пр. Маршала Блюхера",105.137,"59.978410,30.382083"
3611,Автобус,Остановка,ЛАБОРАТОРНЫЙ ПР. [137]<,ЛАБОРАТОРНЫЙ ПР.,"Маршала Блюхера пр., Лабораторный пр.",137.185,"59.979604,30.381830"
3612,Автобус,Остановка,"ЛАГЕРНОЕ ШОССЕ, 1","ЛАГЕРНОЕ ШОССЕ, 1","Лагерное шоссе, Центральная улица",336,"59.779381,30.655975"
3613,Автобус,Остановка,ЛАГЕРЬ [477],ЛАГЕРЬ,Гатчинское ш.,477,"59.703061,30.095521"
3614,Автобус,Остановка,ЛАГЕРЬ [477],ЛАГЕРЬ,Гатчинское ш.,477,"59.704057,30.094855"
3615,Автобус,Остановка,"ЛАГОЛОВО [482, 482а, 482в, 484, 484б, 487]",ЛАГОЛОВО,Нарвское ш.,"446,481,482,482В,484,487,547","59.709304,30.012326"
3616,Автобус,Остановка,"ЛАГОЛОВО [482, 482а, 482в, 484, 484б, 487]<",ЛАГОЛОВО,Таллинское ш.,"446,481,482,482В,484,487,547","59.709822,30.015619"
3617,Автобус,Остановка,ЛАНСКОЕ ШОССЕ,ЛАНСКОЕ ШОССЕ,"набережная Чёрной речки, Ланское шоссе",79.122,"59.990044,30.301164"
3618,Автобус,Остановка,"ЛАХТА, 15 КМ","ЛАХТА, 15 КМ","Приморское шоссе, Лахтинский пр.","101,211,216","59.990195,30.169055"
3619,Автобус,Остановка,"ЛАХТА, 15 КМ","ЛАХТА, 15 КМ","Лахтинский проспект, Приморское шоссе","101,101А,211,216","59.989940,30.168736"
3620,Автобус,Остановка,ЛАХТИНСКИЙ РАЗЛИВ,ЛАХТИНСКИЙ РАЗЛИВ,"Шуваловский пр, Лыжная ул.",126,"59.999570,30.193330"
3621,Автобус,Остановка,ЛАХТИНСКИЙ РАЗЛИВ,ЛАХТИНСКИЙ РАЗЛИВ,"Шуваловский пр., ул. Лыжная","125,154А,172","60.000520,30.194164"
3622,Автобус,Остановка,"ЛАШКОВИЦЫ [487, 487, 487а]",ЛАШКОВИЦЫ,Таллинское ш.,487,"59.588101,29.381953"
3623,Автобус,Остановка,"ЛАШКОВИЦЫ [487, 487, 487а]<",ЛАШКОВИЦЫ,Таллинское ш.,487,"59.587907,29.384140"
3624,Автобус,Остановка,"ЛЕВАШОВСКАЯ ПУСТОШЬ, ПО ТРЕБОВАНИЮ","ЛЕВАШОВСКАЯ ПУСТОШЬ, ПО ТРЕБОВАНИЮ",Горское шоссе,75.84,"60.093291,30.192132"
3625,Автобус,Остановка,"ЛЕВАШОВСКАЯ ПУСТОШЬ, ПО ТРЕБОВАНИЮ","ЛЕВАШОВСКАЯ ПУСТОШЬ, ПО ТРЕБОВАНИЮ",Горское шоссе,75.84,"60.093358,30.191597"
3626,Автобус,Остановка,"ЛЕВАШОВСКИЙ ПР., УГ. БАРОЧНОЙ УЛ.","ЛЕВАШОВСКИЙ ПР., УГ. БАРОЧНОЙ УЛ.","Левашовский проспект, Барочная улица",10.25,"59.966253,30.289498"
3627,Автобус,Остановка,"ЛЕВАШОВСКИЙ ПР., 2","ЛЕВАШОВСКИЙ ПР., 2","Левашовский проспект, Чкаловский проспект",10.25,"59.966164,30.298141"
3628,Автобус,Остановка,"ЛЕВАШОВСКИЙ ПР., 2","ЛЕВАШОВСКИЙ ПР., 2","Левашовский проспект, Чкаловский проспект",10.25,"59.966378,30.298500"
3629,Автобус,Остановка,ЛЕНИНГРАДСКАЯ ПРИСТАНЬ,ЛЕНИНГРАДСКАЯ ПРИСТАНЬ,"Яхтенная площадь, Тулонская аллея","2КР,3КР","59.985075,29.799927"
3630,Автобус,Остановка,ЛЕНИНГРАДСКАЯ ПРИСТАНЬ,ЛЕНИНГРАДСКАЯ ПРИСТАНЬ,"Яхтенная площадь, Тулонская аллея","2КР,3КР","59.984846,29.799620"
3631,Автобус,Остановка,ЛЕНИНГРАДСКАЯ УЛ.,ЛЕНИНГРАДСКАЯ УЛ.,Аннинское ш.,"81,442,442А,458А,458Б","59.783933,30.116143"
3632,Автобус,Остановка,ЛЕНИНГРАДСКАЯ УЛ.,ЛЕНИНГРАДСКАЯ УЛ.,Аннинское ш.,"81,442,442А,458А,458Б","59.783641,30.116208"
3633,Автобус,Остановка,ЛЕНИНГРАДСКАЯ УЛ.,ЛЕНИНГРАДСКАЯ УЛ.,"Советская улица, Ленинградская улица","84,109,109А,315,497","60.124080,30.160064"
3634,Автобус,Остановка,"ЛЕНИНГРАДСКАЯ УЛ., УГ. СОВЕТСКОЙ УЛ.","ЛЕНИНГРАДСКАЯ УЛ., УГ. СОВЕТСКОЙ УЛ.","ул. Ленинградская, ул. Советская","109,109А,109Б,497","60.123923,30.160780"
3635,Автобус,Остановка,"ЛЕНИНГРАДСКАЯ УЛ., УГ. СОВЕТСКОЙ УЛ. [109]","ЛЕНИНГРАДСКАЯ УЛ., УГ. СОВЕТСКОЙ УЛ.","Советская улица, Ленинградская улица",84,"60.124392,30.161435"
3636,Автобус,Остановка,ЛЕНИНГРАДСКАЯ УЛ. УГОЛ ШКОЛЬНОЙ УЛ. [186],ЛЕНИНГРАДСКАЯ УЛ. УГОЛ ШКОЛЬНОЙ УЛ.,"Ленинградская ул., Школьная ул.","186,371,375,376,377,381,385","59.729835,30.407612"
3637,Автобус,Остановка,ЛЕНИНГРАДСКАЯ УЛ. УГОЛ ШКОЛЬНОЙ УЛ. [186]<,ЛЕНИНГРАДСКАЯ УЛ. УГОЛ ШКОЛЬНОЙ УЛ.,"ул. Ленинградская, ул. Школьная","186,371,375,376,377,381,385","59.730230,30.406900"
3638,Автобус,Остановка,"ЛЕНИНГРАДСКАЯ УЛ., 119 [109]","ЛЕНИНГРАДСКАЯ УЛ., 119",Песочное шоссе,"109,109А,109Б,497","60.117130,30.195245"
3639,Автобус,Остановка,"ЛЕНИНГРАДСКАЯ УЛ., 119 [109]","ЛЕНИНГРАДСКАЯ УЛ., 119",Песочное шоссе,"109,109А,109Б,497","60.117343,30.194419"
3640,Автобус,Остановка,"ЛЕНИНГРАДСКАЯ УЛ., 61 [109]","ЛЕНИНГРАДСКАЯ УЛ., 61","Ленинградская улица, 2-й проезд","109,109А,109Б,497","60.120540,30.168584"
